,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sl No,ASIN,Product Title,Material Code,Sellable On Hand Units,Weeks On Hand,Sell-out last week,12 weeks sell-out,Forecast next week,26 weeks forecast,"PAN Havells WH stock in Hands 
(Total)","PAN Havells WH stock in Hands 
(Trade)","PAN Havells WH stock in Hands 
(Non trade)",Plant / CWH,"Delhi - Havells WH stock in Hands 
(Total)","Mumbai - Havells WH stock in Hands 
(Total)","Bangalore - Havells WH stock in Hands 
(Total)","Hyd- Havells WH stock in Hands 
(Total)","Chennai - Havells WH stock in Hands 
(Total)","Calcutta - Havells WH stock in Hands 
(Total)",Open Purchase Order Quantity,Pending PO Qty,Production Plan,Production MTD,Rep OOS,Replenishment Action,Unsellable On Hand Units,Aged 90+ Days Sellable Units,Unhealthy Units,Replenishment Category
Source,AMZ - Inv report,AMZ - Inv report,Havells SAP,AMZ - Inv report,AMZ - Forecast report,AMZ - Forecast report,AMZ - Forecast report,AMZ - Forecast report,AMZ - Forecast report,Havells SAP,Havells SAP,Havells SAP,Havells SAP,Havells SAP,Havells SAP,Havells SAP,Havells SAP,Havells SAP,Havells SAP,AMZ - Forecast report,Havells SAP,Havells SAP,Havells SAP,AMZ - Forecast report,OUTPUT,AMZ - Inv report,AMZ - Inv report,AMZ - Inv report,AMZ - Inv report
,B074DGYK8N,Havells Troika 1200mm Ceiling Fan (White Silver),FHCTKSTPWS48,21,2,50,,9.923,,2317,,,,,,,,,,0,,,,2.82%,Trigger stock movement to CT WH,0,0,0,
,B071HGM642,Havells Octet 1320mm Ceiling Fan with Remote (Brushed Nickel),FHCOCSTBSN52,21,5,5,,4.781,,509,,,,,,,,,,28,,,,0.00%,Trigger stock movement to CT WH,2,0,0,
,B00NLBJIAI,Havells Lifeline Cable WHFFDNBA11X0 1 sq mm Wire (Blue),WHFFDNBA11X0,21,1,21,,23.947,,44625,,,,,,,,,,58,,,,0.00%,Trigger stock movement to CT WH,2,6,0,
,B00B4BBTFY,Havells Fusion 1400mm Ceiling Fan (Pearl White and Silver),FHCFUSTSBL56,21,2,16,,9.899,,9,,,,,,,,,,152,,,,3.98%,Trigger stock movement to CT WH,4,0,0,
,B07BH3RKL4,Havells DHMGCSPF016 PVC Plastic 16A MCB SP C Curve (White),DHMGCSPF016,20,4,24,,7.702,,34707,,,,,,,,,,29,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B00NLBJVXC,Havells Lifeline Cable WHFFDNYA12X5 2.5 sq mm Wire (Yellow),WHFFDNYA12X5,20,1,43,,48.582,,26829,,,,,,,,,,213,,,,1.62%,Trigger stock movement to CT WH,17,3,0,
,B00B4BB8F0,Havells Fabio 1200mm Platinum Finish 72-Watt Ceiling Fan (Brushed Nickel),FHCFAPTBSN48,20,8,0,,4.198,,2,,,,,,,,,,15,,,,0.00%,Trigger stock movement to CT WH,3,0,0,
,B07NJ865FR,Havells LHEEBPP7IN1W005 Lumeno Round 5-Watt Downlighter (White),LHEEBPP7IN1W005,19,18,0,,0.758,,344114,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,3,17,0,
,B07LDQ9C8W,Havells Enticer 1000-Watt Dry Iron (Pink),GHGDIAZP100,19,19,1,,1.295,,7226,,,,,,,,,,0,,,,32.62%,Trigger stock movement to CT WH,5,0,0,
,B077K1FTDY,Havells Premio I Premio I 750-Watt Mixer Grinders (Black),GHFMGAQK075,19,7,1,,3.123,,14,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,3,19,0,
,B073S6WJ4K,Havells Turboforce 380mm 150-Watt Exhaust Fan (Grey),FHEHDSPDB150,19,120,0,,0.416,,2761,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,1,18,12,
,B00K0C4IJM,Havells Crabtree Athena High Speed Fan Regulator,ACARFHW005,19,1,19,,40.689,,8966,,,,,,,,,,173,,,,20.82%,Trigger stock movement to CT WH,0,0,0,
,B07D7RJ2G4,(Renewed) Havells Swing Platina 400mm High Speed Wall Fan (Black),#N/A,18,#N/A,#N/A,,#N/A,,0,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,0,7,
,B01N195BCD,"Havells Brina Plus Window Air Cooler - 50 Litres (White, Brown)",GHRACBPC230,18,24,0,,0.142,,2937,,,,,,,,,,3,,,,0.00%,Trigger stock movement to CT WH,1,5,0,
,B00PU1BP3U,Lloyd 1.5 Ton 3 Star Window AC (LW19A3N White),#N/A,18,106,0,,0.61,,0,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,18,0,
,B00B4BC160,Havells Velocity 600mm Ceiling Fan (Ivory),FHCVESTIVR24,18,73,0,,0.635,,97,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,3,14,6,
,B00B4BBSOG,Havells Fusion 1400mm Ceiling Fan (Pearl Ivory),FHCFUSTPIV56,18,5,2,,5.604,,241,,,,,,,,,,0,,,,3.41%,Trigger stock movement to CT WH,0,0,0,
,B00B4BBR7Y,Havells Fusion 600mm Ceiling Fan (Brown and Beige),FHCFUSTBBR24,18,23,1,,1.269,,905,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,1,2,0,
,B00B4BB7I8,Havells ES-50 Five Star 1200mm Ceiling Fan (off-White),FHCES5SIVR48,18,22,1,,1.244,,262,,,,,,,,,,0,,,,55.61%,Trigger stock movement to CT WH,3,17,8,
,B08BXP4JPN,Havells Carnesia i 1200 mm Smart Ceiling Fan (Brown LT Copper),FHCCNPMPBT48,17,5,2,,4.613,,2925,,,,,,,,,,7,,,,0.00%,Trigger stock movement to CT WH,1,3,0,
,B07ML45D4P,Havells GHCOTCSK150 1500-Watt OTG (Black),GHCOTCSK150,17,40,0,,0.774,,7,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,1,11,
,B074MN6NPL,Havells Vetro Digi 1.7-Litre Kettle (Transparent/Grey),GHBKTANK220,17,3,8,,7.851,,152,,,,,,,,,,19,,,,0.00%,Trigger stock movement to CT WH,1,0,0,
,B00K0C4JYQ,"Havells Crabtree Athena 2M Cover Plate, White",ACAPNCWV02,17,4,2,,6.722,,14715,,,,,,,,,,33,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B00B4BBIW8,Havells Pacer 1200mm Ceiling Fan (Ivory),FHCPASTIVR48,17,5,0,,5.039,,1056,,,,,,,,,,16,,,,3.82%,Trigger stock movement to CT WH,1,1,0,
,B089LC12X4,Havells SHOWER2 monoblock Pump 1.0 HP,MHPASJ0X50,16,38,0,,0.836,,13,,,,,,,,,,4,,,,0.00%,Trigger stock movement to CT WH,0,16,0,
,B07NJ6SXLF,Havells LHEBHEP7IZ1W003 Octane Square 3-Watt LED Panel Light (White),LHEBHEP7IZ1W003,16,100,0,,0.431,,2402,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,2,4,
,B07D7TXQ73,(Renewed) Havells Ventilair DB 300mm Exhaust Fan (Pista Green),#N/A,16,#N/A,#N/A,,#N/A,,0,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,0,8,
,B07D7NZLBJ,(Renewed) Havells Ciera 300mm Cabin Fan (Ivory),#N/A,16,9,3,,1.78,,0,,,,,,,,,,8,,,,0.00%,Trigger stock movement to CT WH,0,0,7,
,B078BDFVZQ,Havells LHEBLDP6IN1W010 Trim 10-Watt LED Panel Light (White),LHEBLDP6IN1W010,16,8,0,,8.027,,9394,,,,,,,,,,18,,,,57.19%,Trigger stock movement to CT WH,0,0,0,
,B06XJMTLZB,Havells S1-1.0HP (0.75KW) 1PH Self Priming monoblock Pump (Grey),MHPASS1X00,16,49,0,,0.8,,1746,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,16,0,
,B01N2RWT4D,Havells Sprint-16 HS 400mm Pedestal Fan (White),FHSSPHSWHT16,16,9,1,,2.606,,22626,,,,,,,,,,0,,,,72.94%,Trigger stock movement to CT WH,1,4,0,
,B00K0C4KGS,"Havells Crabtree Athena 8M H Cover Plate, White",ACAPNCWH08,16,18,5,,2.068,,12126,,,,,,,,,,0,,,,13.52%,Trigger stock movement to CT WH,0,1,0,
,B00K0C4BEE,"Havells ORO Step Fan Regulator - 2M for Home, Office, Hospital & Hotels",AHORFXW004,16,12,1,,1.754,,2043,,,,,,,,,,2,,,,0.00%,Trigger stock movement to CT WH,0,15,0,
,B089L9YHG1,Havells Zinnia 2 monoblock Pump 0.37 kW (0.5 HP),MHPAMP0X50,15,28,1,,0.943,,1356,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,15,0,
,B0839R49X7,Havells Solar Home Inverter 850Va 12V,LSSLOX0593,15,109,1,,0.44,,274,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,15,9,
,B07BVKQ17H,Havells DBOXx MCB Protected Socket PVC Plastic Base Model (White),DHDMCSN0251020,15,0,36,,45,,507,,,,,,,,,,112,,,,0.00%,Trigger stock movement to CT WH,2,4,0,
,B079JNT1L7,Havells Digitouch 7-litres RO UV Water Purifier (Black),GHWRZDO015,15,39,0,,0.796,,33,,,,,,,,,,0,,,,5.60%,Trigger stock movement to CT WH,5,5,0,
,B073S6CZC4,Havells Urbane 1320mm Fan (Antique Copper),FHCURSTACU52,15,11,1,,1.911,,20,,,,,,,,,,0,,,,1.10%,Trigger stock movement to CT WH,3,0,0,
,B06XGBQN51,"Havells Nicola 1200mm Ceiling Fan (Pearl Ivory, Pack of 2)",FHCNISTPIV48,15,30,0,,1.197,,1380,,,,,,,,,,0,,,,3.23%,Trigger stock movement to CT WH,0,0,0,
,B00B4BBZGC,Havells SS-390 1400mm 68-Watt Ceiling Fan (Brown),FHCSSSTBRN56,15,0,1,,101,,262,,,,,,,,,,698,,,,0.00%,Trigger stock movement to CT WH,1,15,0,
,B00B4BBKDA,Havells Pacer 1400mm 72-Watt Ceiling Fan (White),FHCVESTWHT24,15,19,3,,1.3,,16,,,,,,,,,,4,,,,8.88%,Trigger stock movement to CT WH,0,1,0,
,B0839RQ6NY,Havells Solar Home Inverter 1100Va 12V,LSSLOX0591,14,111,0,,0.402,,728,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,14,11,
,B07NJ58HHK,Havells LHEEBPP5IL1W012 Lumeno Round 12-Watt Downlighter (White),LHEEBPP5IL1W012,14,53,0,,0.565,,4752,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,2,0,
,B073S69J3X,Havells Swing 300mm Fan (White),FHWSWHSOWH12,14,6,1,,3.352,,16978,,,,,,,,,,4,,,,22.11%,Trigger stock movement to CT WH,3,2,0,
,B071YV7SGH,Havells Octet 1320mm Ceiling Fan (Black/Nickel),FHCOCSTAWW52,14,3,5,,5.2,,631,,,,,,,,,,66,,,,0.00%,Trigger stock movement to CT WH,9,0,0,
,B00P8TY5OU,Havells ACMRFXW005 Murano 5 Step 2M High Speed Fan Regulator,ACMRFXW005,14,25,0,,1.082,,48,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,14,4,
,B00JEAVQZ0,Havells Velocity HS 1200mm Ceiling Fan (Brown),FHCVEHSBRN48,14,31,3,,0.907,,2974,,,,,,,,,,0,,,,43.53%,Trigger stock movement to CT WH,1,14,0,
,B00B4BBTC2,Havells Fusion 1200mm Ceiling Fan (Pearl White and Silver),FHCFUSTPWS48,14,16,0,,1.465,,1168,,,,,,,,,,0,,,,20.34%,Trigger stock movement to CT WH,2,4,0,
,B078VC1NXR,"Havells Koolaire Honeycomb Desert Air Cooler - 51 Litres (White, Grey)",GHRACAAW060,13,10,0,,0,,1539,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B073S6NSDT,Havells Swing LX 400mm Table Fan (Purple),FHTSXHSPPL16,13,78,2,,0.48,,2642,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,10,0,
,B00B4BBZ0S,Havells SS-390 900mm 68-Watt Ceiling Fan (Brown),FHCSSSTBRN36,13,19,0,,1.121,,1299,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,2,5,0,
,B00B4BBFI0,Havells Nicola 900mm 68-Watt Ceiling Fan (Pearl Ivory and Gold),FHCNISTPIV36,13,14,0,,1.257,,246,,,,,,,,,,1,,,,6.03%,Trigger stock movement to CT WH,3,0,0,
,B07ML44TGV,Havells Alitura-I Tower Air Cooler - 30 litres (Brown),GHRACBAW35,12,#N/A,#N/A,,#N/A,,465,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,2,0,
,B07MHJ2K7Q,"Havells Alitura Tower Air Cooler - 20 litres (White, Grey)",GHRACAZW020,12,0,0,,0,,129,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,7,0,
,B073S65PP6,Havells SS-390 1400mm Fan (Pearl White Silver),FHCSSSTPWS56,12,5,2,,2.912,,746,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,2,1,0,
,B01MDPDEAS,Havells Vento Jet-15 INOX 150mm Exhaust Fan (Brush Steel),FHVVJINSTF06,12,13,1,,1.412,,529,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,2,0,0,
,B00B4BB724,Havells Cedar U/L 1320mm Ceiling Fan (Brown),FHCCEULBNK52,12,0,0,,0,,56,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,1,0,10,
,B07MBB9B7L,Havells Alitura-I Tower Air Cooler - 50 litres (Brown),GHRACBBW050,11,#N/A,#N/A,,#N/A,,86,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,0,0,
,B07D7NZL97,(Renewed) Havells Swing FHWSWSTIVR12 300mm Wall Fan (White),#N/A,11,31,1,,0.658,,0,,,,,,,,,,5,,,,0.00%,Trigger stock movement to CT WH,0,0,2,
,B07BH4KKFZ,Havells DHMGBSPF020 PVC Plastic 20A MCB SP B Curve (White),DHMGBSPF020,11,81,0,,0.447,,168256,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,11,1,
,B07BH4CQLP,Havells DHMGCSPF063 PVC Plastic 63A MCB SP C Curve (White),DHMGCSPF063,11,10,4,,2.229,,6261,,,,,,,,,,4,,,,0.00%,Trigger stock movement to CT WH,1,7,0,
,B079M5G7DF,Lloyd 1.5 Ton 1 Star Split AC (Copper LS19AA3 White),#N/A,11,0,0,,0,,0,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,1,10,0,
,B073S69J83,Havells Nicola 600mm Fan (Pearl Ivory),FHCNISTPIV24,11,31,1,,0.737,,80,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,1,0,0,
,B01M3SZ19K,Havells Vento Jet-15 Auto INOX 150mm Exhaust Fan (Brush Steel),FHVVJAUSTF06,11,3,3,,4.999,,75,,,,,,,,,,22,,,,41.14%,Trigger stock movement to CT WH,1,0,0,
,B00K0C4CDE,"Havells MCB ORO 20 A SP Mini MCB 'C' Series 3 kA for Home, Office, Hospital & Hotels",DHONCSPA020,11,9,4,,2.476,,238,,,,,,,,,,7,,,,0.00%,Trigger stock movement to CT WH,0,11,0,
,B00J5DY3HO,Havells Leganza 3B 1200mm Electrical Ceiling Fan (Pearl White Silver),FHCLE3BPWS48,11,25,0,,0.866,,91,,,,,,,,,,2,,,,2.09%,Trigger stock movement to CT WH,1,7,0,
,B07CSDLMWV,(Renewed) Havells Sprint 400mm Pedestal Fan (Red),#N/A,10,#N/A,#N/A,,#N/A,,0,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,0,0,
,B07BH4DH4B,Havells DHMGIDPX063 PVC Plastic 63A DP Switch Disconnector Euro 2 (White),DHMGIDPX063,10,0,22,,27,,31528,,,,,,,,,,207,,,,0.00%,Trigger stock movement to CT WH,2,1,0,
,B073S65PPJ,Havells Tourner 400mm Fan (White),FHSTURCWHT16,10,24,0,,0.862,,140,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,1,6,11,
,B00B4BBS3C,Havells Fusion 600mm Ceiling Fan (Pearl Ivory),FHCFUSTPIV24,10,43,1,,0.487,,269,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,10,7,
,B0839R5LH9,Havells Enviro 150W Rh Solar Panel,LSSLOB0112,9,46,0,,0.512,,958,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,2,0,
,B07CRLJ2J7,(Renewed) Havells Sprint 400mm Pedestal Fan (Blue),#N/A,9,#N/A,#N/A,,#N/A,,0,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,0,1,
,B078VBFN7X,Havells Koolaire Wood wool 51-Litre Cooler (Silver),GHRACAAW050,9,0,0,,0,,1329,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,3,0,0,
,B00RTBR2UE,Havells Max Cook Plus 1.8-Litre Electric Rice Cooker,GHCRCBKW070,9,26,2,,0.666,,45,,,,,,,,,,0,,,,0.34%,Trigger stock movement to CT WH,0,5,0,
,B00B4BBY4K,Havells SS-390 600mm 68-Watt Ceiling Fan (Bianco),FHCSSSTBNC24,9,11,3,,1.199,,539,,,,,,,,,,10,,,,7.27%,Trigger stock movement to CT WH,1,0,0,
,B0851D71W1,Havells Stealth Air Cruise 1320 mm Ceiling Fan (Dusk-Champagne),FHCSBSTDUC52,8,14,0,,1.048,,322,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07NJFWKLP,Havells LHEBHDP5IZ1W015 Octane Round 15-Watt LED Panel Light (White),LHEBHDP5IZ1W015,8,82,0,,0.346,,908,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,3,0,
,B07NJBF282,Havells LHEBHDP6IZ1W006 Octane Round 6-Watt LED Panel Light (White),LHEBHDP6IZ1W006,8,158,0,,0.285,,1637,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,2,2,
,B077TDVJ23,Havells Solis 2.8-Watt Rechargeable Lantern (Blue),LHEXTEP7MN1M2X8,8,13,0,,0.845,,3475,,,,,,,,,,0,,,,92.67%,Trigger stock movement to CT WH,0,1,0,
,B075GWSPM2,Havells Nutrisense 150-Watt Cold Press Juicer (Golden/Black),GHFCJBMS015,8,21,0,,0.815,,10,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B06XGD8278,"Havells Orion 1200mm Ceiling Fan (Antique Copper, Pack of 2)",FHCORSTACU48,8,29,0,,0.631,,1778,,,,,,,,,,0,,,,4.60%,Trigger stock movement to CT WH,2,0,0,
,B01MDPEA44,Havells Vento Jet-10 100mm Exhaust Fan (White),FHVVJSTOWH04,8,6,3,,2.209,,155,,,,,,,,,,7,,,,0.00%,Trigger stock movement to CT WH,1,0,0,
,B0185RS7OK,Havells Adore Rabbit 0.5-Watt LED Night Lite (Ivory and Pink),LHEHDDP7IN1U010,8,7,4,,1.532,,43,,,,,,,,,,14,,,,50.00%,Trigger stock movement to CT WH,0,0,0,
,B00K0C4E7I,"Havells ORO 8 M Cover Plate for Home, Office, Hospital & Hotels",AHOPPCWV08,8,198,0,,0.266,,2618,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B00J5DY28O,Havells Lumos 1320mm Premium Underlight Ceiling Fan (Brushed Aluminium),FHCLUSTBAL52,8,0,0,,0,,448,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,1,8,0,
,B00B4BB7W4,Havells ES-50 Five Star 1200mm Ceiling Fan (White),FHCESPMWHT48,8,4,4,,3.823,,2,,,,,,,,,,0,,,,43.19%,Trigger stock movement to CT WH,1,0,0,
,B082T9C524,Havells Borewell V4 HC4W10B10S Residential Submersible Pump 0.75kW,MHPGBB1001,7,#N/A,#N/A,,#N/A,,14,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,7,0,
,B082T8H6JL,Havells Open Well WL-2 Submersible Pump 0.37KW/ 0.5HP,MHPHWE0X50,7,20,0,,0.729,,127,,,,,,,,,,1,,,,0.00%,Trigger stock movement to CT WH,0,3,0,
,B07CRLFQRC,(Renewed) Havells FHPICMXWMR07 175 mm Personal Fan (White/Maroon),#N/A,7,#N/A,#N/A,,#N/A,,0,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,0,0,
,B06XJMTP5Q,Havells Hi-Flow MX2 Series 0.5 HP Centrifugal Water Pump (Grey),MHPAMA0X50,7,4,1,,2.644,,654,,,,,,,,,,31,,,,0.00%,Trigger stock movement to CT WH,2,0,0,
,B06XGFK2J8,"Havells Pacer 1200mm Ceiling Fan (Ivory, Pack of 2)",FHCPASTIVR48,7,26,0,,0.663,,1056,,,,,,,,,,2,,,,0.00%,Trigger stock movement to CT WH,0,1,0,
,B06XGD3XZG,"Havells Leganza 3B 1200mm Ceiling Fan (White/Silver, Pack of 2)",FHCLE3BPWS48,7,105,0,,0.293,,91,,,,,,,,,,0,,,,8.11%,Trigger stock movement to CT WH,1,7,0,
,B06XGCD8GQ,"Havells Festiva 1200mm Ceiling Fan (Ocean Blue, Pack of 2)",FHCFESTOBL48,7,3,0,,4.659,,10658,,,,,,,,,,4,,,,18.48%,Trigger stock movement to CT WH,0,3,0,
,B00NLBJJHU,Havells Lifeline Cable WHFFDNKA11X0 1 sq mm Wire (Black),WHFFDNKA11X0,7,1,5,,8.605,,53665,,,,,,,,,,50,,,,42.41%,Trigger stock movement to CT WH,2,0,0,
,B00JEAVRQ8,Havells Velocity HS 1200mm Ceiling Fan (Elegant White),FHCVEHSWHT48,7,16,0,,0.938,,1025,,,,,,,,,,2,,,,15.79%,Trigger stock movement to CT WH,0,0,0,
,B00B4BC3JA,Havells Birdie 230mm Personal Fan (Yellow and Maroon),FHPBRSTYMR09,7,2,1,,4.485,,773,,,,,,,,,,88,,,,88.98%,Trigger stock movement to CT WH,2,6,0,
,B07NJJ495Y,Havells LHEBHDP6IZ1W009 Octane Round 9-Watt LED Panel Light (White),LHEBHDP6IZ1W009,6,0,0,,0,,1214,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,1,0,
,B07NJBF27T,Havells LHEBHDP7IZ1W009 Octane Round 9-Watt LED Panel Light (White),LHEBHDP7IZ1W009,6,30,0,,0.479,,7175,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,3,0,
,B07NJ8RPSS,Havells LHEBHDP5IZ1W009 Octane Round 9-Watt LED Panel Light (White),LHEBHDP5IZ1W009,6,8000,4,,0.063,,74,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,5,4,
,B07BH443VM,Havells DHMGCSNF040 PVC Plastic 40A MCB SPN C Curve (White),DHMGCSNF040,6,43,0,,0.433,,1054,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,3,0,
,B07BH3RKL3,Havells DHMGBSPF032 PVC Plastic 32A MCB SP B Curve (White),DHMGBSPF032,6,41,0,,0.42,,129806,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,1,6,0,
,B073S6CYJL,Havells Pacer 600mm Fan (White),FHCPASTWHT24,6,2,1,,2.31,,5,,,,,,,,,,6,,,,0.00%,Trigger stock movement to CT WH,3,2,0,
,B073S5BXBS,Havells Turboforce 300mm 50-Watt Exhaust Fan (Grey),FHEHDSPDB129,6,0,0,,0,,889,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,4,0,0,
,B00J5DYA86,Havells Sprint 400mm Pedestal Fan with LED Remote (Wine Red),FHSSPRCWRD16,6,11,2,,1.03,,1048,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,1,5,0,
,B00B4BC10G,Havells Velocity 1400mm Ceiling Fan (Brown),FHCVESTBRN56,6,1,11,,10.904,,55,,,,,,,,,,44,,,,0.22%,Trigger stock movement to CT WH,4,3,0,
,B00B4BB8N2,Havells Florence 2 Tone 1200mm Ceiling Fan (Nickel Gold),FHCFCSTNGD48,6,21,4,,0.587,,500,,,,,,,,,,0,,,,4.00%,Trigger stock movement to CT WH,0,5,0,
,B07NJBFSBM,Havells LHEBHEP6IZ1W003 Octane Square 3-Watt LED Panel Light (White),LHEBHEP6IZ1W003,5,0,0,,0,,2819,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,3,3,
,B07NJ562X2,Havells LHEBHEP6IZ1W015 Octane Square 15-Watt LED Panel Light (White),LHEBHEP6IZ1W015,5,22,0,,0.525,,729,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07ML45D4L,Havells Flare 1250-Watt Steam Iron (Purple),GHGSIBDU125,5,6,0,,1.158,,1042,,,,,,,,,,0,,,,37.33%,Trigger stock movement to CT WH,2,5,0,
,B07BGXRKJ9,"Lloyd 7.5 kg Fully-Automatic Top Loading Washing Machine (LWMT75TGS, Purple and White)",GLWMT75WTW,5,241,2,,0.223,,4,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,1,3,0,
,B078BC1GYR,Havells LHEBLDP7IN1W005 Trim 5-Watt LED Panel Light (White),LHEBLDP7IN1W005,5,#N/A,#N/A,,#N/A,,55960,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,1,2,0,
,B073S5HBS8,Havells SS-390 600mm Fan (Met. Pearl White Silver),FHCSSMTPWS24,5,23,0,,0.574,,203,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,3,0,0,
,B01MUDO7F3,Havells LHLDERUEML8X007 New Adore Base B22 7-Watt LED Bulb (White),LHLDERUEML8X007,5,0,0,,0,,215,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,5,0,
,B01I4WTQVE,Havells Adore Heritage 1100-Watt Dry Iron (Blue),GHGDIAGB110,5,1,2,,4.993,,2250,,,,,,,,,,36,,,,84.08%,Trigger stock movement to CT WH,0,0,0,
,B00NLBJZ8S,Havells Lifeline Cable WHFFDNGA12X5 2.5 sq mm Wire (Green),WHFFDNGA12X5,5,6,10,,1.664,,3960,,,,,,,,,,6,,,,44.08%,Trigger stock movement to CT WH,2,0,0,
,B00K0C4EHS,"Havells ORO 8 M Cover Plate (H) for Home, Office, Hospital & Hotels",AHOPPCWH08,5,400,0,,0.27,,2300,,,,,,,,,,0,,,,30.19%,Trigger stock movement to CT WH,0,0,0,
,B00B4BC9F8,Havells Ventilair DS 300mm 40-Watt Bush Type Exhaust Fan,FHVVEMTDSB12,5,23,0,,0.457,,51,,,,,,,,,,0,,,,46.30%,Trigger stock movement to CT WH,1,5,0,
,B00B4BC0KM,Havells Velocity 900mm Ceiling Fan (Brown),FHCVESTBRN36,5,0,0,,0,,5,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,4,0,
,B00B4BBYFE,Havells SS-390 1050mm 68-Watt Ceiling Fan (Bianco),FHCSSSTBNC42,5,0,0,,0,,102,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B00B4BBRCY,Havells Fusion 900mm Ceiling Fan (Brown and Beige),FHCFUSTBBR36,5,1,4,,9.722,,818,,,,,,,,,,14,,,,10.39%,Trigger stock movement to CT WH,1,0,0,
,B009ZQR9IQ,Havells Jio 1000-Watt Dry Iron (Blue),GHGDIAHB100,5,5,0,,1.757,,4289,,,,,,,,,,0,,,,39.27%,Trigger stock movement to CT WH,1,0,0,
,B082T9L2WK,Havells Borewell V4 HC4W15B15S Residential Submersible Pump 1.1kW,MHPGBB151X,4,0,0,,0,,15,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,3,2,
,B082T946YZ,Havells Self Priming Hi-Flow A-3 Monoblock Pump 0.55Kw/ 0.75HP,MHPAAS0X75,4,0,0,,0,,372,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
