,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sl No,ASIN,Product Title,Material Code,Sellable On Hand Units,Weeks On Hand,Sell-out last week,12 weeks sell-out,Forecast next week,26 weeks forecast,"PAN Havells WH stock in Hands 
(Total)","PAN Havells WH stock in Hands 
(Trade)","PAN Havells WH stock in Hands 
(Non trade)",Plant / CWH,"Delhi - Havells WH stock in Hands 
(Total)","Mumbai - Havells WH stock in Hands 
(Total)","Bangalore - Havells WH stock in Hands 
(Total)","Hyd- Havells WH stock in Hands 
(Total)","Chennai - Havells WH stock in Hands 
(Total)","Calcutta - Havells WH stock in Hands 
(Total)",Open Purchase Order Quantity,Pending PO Qty,Production Plan,Production MTD,Rep OOS,Replenishment Action,Unsellable On Hand Units,Aged 90+ Days Sellable Units,Unhealthy Units,Replenishment Category
Source,AMZ - Inv report,AMZ - Inv report,Havells SAP,AMZ - Inv report,AMZ - Forecast report,AMZ - Forecast report,AMZ - Forecast report,AMZ - Forecast report,AMZ - Forecast report,Havells SAP,Havells SAP,Havells SAP,Havells SAP,Havells SAP,Havells SAP,Havells SAP,Havells SAP,Havells SAP,Havells SAP,AMZ - Forecast report,Havells SAP,Havells SAP,Havells SAP,AMZ - Forecast report,OUTPUT,AMZ - Inv report,AMZ - Inv report,AMZ - Inv report,AMZ - Inv report
,B07ML44K18,"Havells Celia Desert Air Cooler - 70 Litres (White, Grey)",GHRACAWW220,0,#N/A,#N/A,,#N/A,,3190,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,0,0,
,B07MKY67SG,Standard Ameo 1200mm Ceiling Fan (Metallic Black),FSCAOSTMBK48,0,0,0,,0,,0,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07MJGYS9Z,"Havells 6-Watt Non-Rechargeable Trim Clip On LED Panel Light (White, 6500 K, Round)",LHEAABP7IL1W006,0,0,0,,1,,6369,,,,,,,,,,15,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07MHJ2Y5M,Havells GHCOTCEK170 1700-Watt OTG (Black),GHCOTCEK170,0,0,0,,1,,2,,,,,,,,,,6,,,,100.00%,Trigger stock movement to CT WH,2,0,0,
,B07MGL6RHV,Havells GHCOTCNK080 800-Watt OTG (Black),GHCOTCNK080,0,0,0,,1,,406,,,,,,,,,,2,,,,0.00%,Trigger stock movement to CT WH,2,0,0,
,B07MDX98XX,Havells GHCOTCDK150 1500-Watt OTG (Black),GHCOTCDK150,0,0,0,,2,,0,,,,,,,,,,24,,,,100.00%,Trigger stock movement to CT WH,0,0,0,
,B07MC8MS6P,"Havells 12-Watt Non-Rechargeable Trim Clip On LED Panel Light (White, 6500 K, Round)",LHEAABP7IL1W012,0,0,0,,4,,11888,,,,,,,,,,48,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07M6F6BLF,Standard Electra 1200mm Ceiling Fan (Antique Brass),FSCELSTABR48,0,0,0,,0,,0,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07H1T1RWR,havells momenta nv 750-watt mixer grinder blue 4 jar,GHFMGBZB075,0,0,0,,9,,693,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,1,0,0,
,B07F2WSR9Q,Standard Aaria 1200mm Ceiling Fan (Champagne Dusk),FSCAISTCHD48,0,#N/A,#N/A,,#N/A,,3,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,0,0,
,B07D7S69FR,(Renewed) Havells Era 1000-Watt Dry Iron (Grey/White),#N/A,0,0,0,,1,,0,,,,,,,,,,1,,,,0.00%,Trigger stock movement to CT WH,1,0,0,
,B07D7NZLC3,(Renewed) Havells Platina 400mm Remote Wall Fan (White),#N/A,0,#N/A,#N/A,,#N/A,,0,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,0,0,
,B07CRJ6DCQ,Havells Tango Plastic Wireless Digital Doorbell (White and Red),AHNWETR000,0,0,0,,0,,10,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07CRBR6WV,Havells Tango Plastic Wireless Digital Doorbell (White and Orange),AHNWETO000,0,0,0,,3,,0,,,,,,,,,,33,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07BMZFQT6,Lloyd 1 Ton 3 Star Split AC (Copper LS13B20PC White),#N/A,0,#N/A,#N/A,,#N/A,,0,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,1,0,0,
,B07BLNGMC7,Standard Refresh Air Dx 250mm Exhaust Fan (White),FSVRFDXOWH10,0,0,0,,0,,86,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,1,0,0,
,B07BH62B8Q,Havells Utility DB SPN DD QVE RG 12W Metal Double Door Distribution Board (Grey),DHDPSHODRW12,0,0,1,,1,,3938,,,,,,,,,,10,,,,0.00%,Trigger stock movement to CT WH,1,0,0,
,B07BH5QKF1,Havells Utility DB SPN SD QVE RG 12W Metal Single Door Distribution Board (Grey),DHDPSHOSRW12,0,0,0,,0,,537,,,,,,,,,,1,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07BH5JNK4,Havells Utility DB P/S 20A SPN Metal Plug and Socket Distribution Board (Grey),DHDPUSN020,0,0,0,,0,,1983,,,,,,,,,,1,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07BH5GFBF,Havells Utility DB P/S 20A DP Metal Plug and Socket Distribution Board (Grey),DHDPUDP020,0,0,0,,4,,268,,,,,,,,,,27,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07BH52LRF,Havells Utility DB SPN DD QVE RG 8W Metal Single Door Distribution Board (Grey),DHDPSHODRW08,0,0,0,,1,,2609,,,,,,,,,,5,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07BH4X9J8,Havells DHMGCSNF063 PVC Plastic 63A MCB SPN C Curve (White),DHMGCSNF063,0,0,0,,0,,570,,,,,,,,,,2,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07BH4M5WC,Havells DHMGCTPF032 PVC Plastic 32A MCB TP C Curve (White),DHMGCTPF032,0,0,0,,0,,2261,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07BH4M5W4,Havells DHMGCDPF020 PVC Plastic 20A MCB DP C Curve (White),DHMGCDPF020,0,0,0,,0,,848,,,,,,,,,,1,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07BH4HN9G,Havells DHMGCTPF063 PVC Plastic 63A MCB TP C Curve (White),DHMGCTPF063,0,0,0,,0,,860,,,,,,,,,,1,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07BH4H2NN,Havells DHMGCFPF040 PVC Plastic 40A MCB FP C Curve (White),DHMGCFPF040,0,0,0,,0,,9,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07BH4FR5W,Havells DHMGCDPF063 PVC Plastic 63A MCB DP C Curve (White),DHMGCDPF063,0,0,0,,1,,2061,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07BH4BP8T,Havells DHMGIFPX100 PVC Plastic 100A FP Switch Disconnector Euro 2 (White),DHMGIFPX100,0,0,1,,0,,1669,,,,,,,,,,2,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07BH4BP8K,Havells DHMNCDPA016 PVC Plastic 16A DP C Mini MCB (White),DHMNCDPA016,0,0,0,,0,,96,,,,,,,,,,1,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07BH47TF6,Havells DHMNCDPA020 PVC Plastic 20A DP C Mini MCB (White),DHMNCDPA020,0,0,0,,0,,210,,,,,,,,,,2,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07BH468T4,Havells DHMGBSPF006 PVC Plastic 6A MCB SP B Curve (White),DHMGBSPF006,0,0,1,,10,,96114,,,,,,,,,,121,,,,0.00%,Trigger stock movement to CT WH,1,0,0,
,B07BH468SY,Havells DHMGCSPF025 PVC Plastic 25A MCB SP C Curve (White),DHMGCSPF025,0,0,0,,0,,17594,,,,,,,,,,2,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07BH45F5M,Havells DHMGIDPX100 PVC Plastic 100A DP Switch Disconnector Euro 2 (White),DHMGIDPX100,0,0,3,,5,,9,,,,,,,,,,44,,,,0.00%,Trigger stock movement to CT WH,1,0,0,
,B07BH445ZJ,Havells DHMGCTNF032 PVC Plastic 32A MCB TPN C Curve (White),DHMGCTNF032,0,0,0,,0,,129,,,,,,,,,,1,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07BH43TWD,Havells DHMNCDPA032 PVC Plastic 32A DP C Mini MCB (White),DHMNCDPA032,0,0,0,,10,,5538,,,,,,,,,,78,,,,0.00%,Trigger stock movement to CT WH,1,0,0,
,B07BH41ZLH,Havells DHMGCTNF063 PVC Plastic 63A MCB TPN C Curve (White),DHMGCTNF063,0,0,0,,0,,1329,,,,,,,,,,1,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07BH41ZKQ,Havells DHMGIFPX040 PVC Plastic 40A FP Switch Disconnector Euro 2 (White),DHMGIFPX040,0,0,0,,0,,3275,,,,,,,,,,2,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07BH3Y5MK,Havells DHMGCDPF040 PVC Plastic 40A MCB DP C Curve (White),DHMGCDPF040,0,0,0,,1,,1328,,,,,,,,,,6,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07BH3TPSZ,Havells DHMGCSPF020 PVC Plastic 20A MCB SP C Curve (White),DHMGCSPF020,0,0,0,,1,,14846,,,,,,,,,,9,,,,0.00%,Trigger stock movement to CT WH,1,0,0,
,B07B918QG3,Havells Solazen 3.2-Watt Rechargeable Solar PIR Motion Sensor LED Light (Black),LHEXBQP7TN5K3X2,0,0,0,,0,,3,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07B918QG2,Havells Solazen 3.2-Watt Rechargeable Solar PIR Motion Sensor LED Light (Silver),LHEXBQP7TN5J3X2,0,0,0,,0,,1,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07B8YBNJQ,Havells Solazen 3.2-Watt Rechargeable Solar PIR Motion Sensor LED Light (Off-White),LHEXBQP7TN5W3X2,0,0,0,,0,,18,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07B2GWFV7,Havells Life Line Plus S3 1 sq mm PVC HRFR Cable (White),WHFFDNWL11X0,0,0,0,,1,,0,,,,,,,,,,1,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07B2GMFWH,Havells Life Line Plus S3 2.5 sq mm PVC HRFR Cable (Red),WHFFDNRL12X5,0,#N/A,#N/A,,#N/A,,0,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,0,0,
,B07B2DK2J7,Havells Life Line Plus S3 1.5 sq mm PVC HRFR Cable (Red),WHFFDNRL11X5,0,#N/A,#N/A,,#N/A,,0,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,1,0,0,
,B07B2DCM3K,Havells Life Line Plus S3 4 sq mm PVC HRFR Cable (Black),WHFFDNKL14X0,0,#N/A,#N/A,,#N/A,,0,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,1,0,0,
,B07B2DCM3F,Havells Life Line Plus S3 1.5 sq mm PVC HRFR Cable (Yellow),WHFFDNYL11X5,0,0,0,,0,,0,,,,,,,,,,28,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07B2D5YQN,Havells Life Line Plus S3 1 sq mm PVC HRFR Cable (Blue),WHFFDNBL11X0,0,0,0,,0,,0,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07B2D15YX,Havells Life Line Plus S3 1 sq mm PVC HRFR Cable (Red),WHFFDNRL11X0,0,0,0,,33,,0,,,,,,,,,,115,,,,0.00%,Trigger stock movement to CT WH,1,0,0,
,B07B2CJSBW,Havells Life Line Plus S3 2.5 sq mm PVC HRFR Cable (Blue),WHFFDNBL12X5,0,0,0,,0,,0,,,,,,,,,,6,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07B2CF6B8,Havells Life Line Plus S3 1.5 sq mm PVC HRFR Cable (Blue),WHFFDNBL11X5,0,0,0,,0,,2,,,,,,,,,,7,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07B2C7LP1,Havells Life Line Plus S3 1 sq mm PVC HRFR Cable (Yellow),WHFFDNYL11X0,0,0,0,,1,,1,,,,,,,,,,2,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07B2C7BJQ,Havells Life Line Plus S3 1 sq mm PVC HRFR Cable (Black),WHFFDNKL11X0,0,0,0,,0,,0,,,,,,,,,,41,,,,0.00%,Trigger stock movement to CT WH,1,0,0,
,B07B2BN3W6,Havells Life Line Plus S3 0.75 sq mm PVC HRFR Cable (Green),WHFFDNGL1X75,0,0,0,,0,,0,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,2,0,0,
,B079K54VVD,Havells Max 7-litres RO UV Water Purifier (Sea Green),#N/A,0,#N/A,#N/A,,#N/A,,0,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,1,0,0,
,B079K3BRJM,Havells Pro 8-litres RO UV Water Purifier (Blue),GHWRPPD015,0,0,0,,0,,1879,,,,,,,,,,0,,,,100.00%,Trigger stock movement to CT WH,0,0,0,
,B078Y218R7,Standard Zoe Prime 10-Litre Geyser (White),GSWQZPTWH010,0,0,0,,0,,0,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,3,0,0,
,B078X67Y82,Standard Amazer 10-Litre Geyser (White/Blue),GSWEAZSWB010,0,0,0,,0,,843,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B078X656WK,Standard Lyft 3-Litre 3000-Watt Geyser (White),GSWALYPWH003,0,0,0,,0,,6,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B078X5PPFL,Standard Ameo 15-Litre Geyser (White/Blue),GSWEAOSWB015,0,#N/A,#N/A,,#N/A,,64,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,1,0,0,
,B078JCKFK6,Havells Instanio 1-Litre Instant Geyser (White/Mustard),GHWAIAPWH001,0,0,0,,3,,41,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,1,0,0,
,B078BXTFCP,"Havells LHLDERUEML8X007PACKOF2 New Adore Base B22 7-Watt LED Bulb (Pack of 2, Coolday Light)",LHLDERUEML8X007,0,0,0,,0,,215,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B078BXSNSV,Havells LHEBLDP6IN1W015 Trim 15-Watt LED Panel Light (White),LHEBLDP6IN1W015,0,0,0,,1,,213,,,,,,,,,,0,,,,100.00%,Trigger stock movement to CT WH,0,0,0,
,B078BFMFPX,Havells LHEBLDP7IN1W015 Trim 15-Watt LED Panel Light (White),LHEBLDP7IN1W015,0,0,0,,6,,66722,,,,,,,,,,18,,,,100.00%,Trigger stock movement to CT WH,0,0,0,
,B078BDLCZT,"Havells Ranger 10 1-Watt Torch (Pack of 2, Black)",LHEXAOPFUN1K001,0,0,0,,2,,8354,,,,,,,,,,87,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B078BDFVZR,Havells LHEBLDP7IN1W010 Trim 10-Watt LED Panel Light (White),LHEBLDP7IN1W010,0,0,0,,0,,74491,,,,,,,,,,9,,,,100.00%,Trigger stock movement to CT WH,0,0,0,
,B078BC2MFS,Havells LHEBLDP5IN1W010 Trim 10-Watt LED Panel Light (White),LHEBLDP5IN1W010,0,0,2,,0,,8130,,,,,,,,,,1,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B0788DL6X6,Havells BrightFill LED Filament A60 Base B22 6-Watt Bulb (White),LHLDDEECYC8U006,0,0,0,,0,,68,,,,,,,,,,2,,,,100.00%,Trigger stock movement to CT WH,0,0,0,
,B0788BR8WJ,Havells BrightFill LED Filament A60 Base B22 4-Watt Bulb (White),LHLDDEECYC8U004,0,0,0,,0,,169,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B0788BNXFK,Havells Bright Fill LED Filament A60 Base B22 2-Watt Bulb (White),LHLDDEECYC8U002,0,0,0,,0,,693,,,,,,,,,,3,,,,100.00%,Trigger stock movement to CT WH,0,0,0,
,B0787P42GR,Havells Adore 0.5-Watt LED Plugin Night Light (Green),LHEHDDP7IN1J010,0,0,0,,1,,2788,,,,,,,,,,2,,,,23.08%,Trigger stock movement to CT WH,1,0,0,
,B0787KRD9L,Havells Adore 0.5-Watt LED Plugin Night Light (Orange),LHEHDDP7IN1D010,0,0,0,,0,,282,,,,,,,,,,3,,,,100.00%,Trigger stock movement to CT WH,0,0,0,
,B07856VYFF,Havells Rigo Rigo Juicer 500-Watt Juicer (White),GHFJMBVW050,0,0,0,,3,,9,,,,,,,,,,44,,,,100.00%,Trigger stock movement to CT WH,3,0,0,
,B07856VYFD,Havells Toastino 4 Slice Grill & Bbq With Timer 2000-Watt Sandwich Toaster (Black),GHCSTBLS200,0,0,1,,3,,1,,,,,,,,,,56,,,,0.00%,Trigger stock movement to CT WH,7,0,0,
,B077TZ7ZR9,Havells LHLDERHEML8X005 New Adore Base E27 5-Watt LED Bulb (White),LHLDERHEML8X005,0,0,0,,0,,163,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B077TT4P6Y,Havells LHLDERHEMD8X010 New Adore Base B22 10-Watt LED Bulb (White),LHLDERHEMD8X010,0,0,0,,1,,44,,,,,,,,,,3,,,,100.00%,Trigger stock movement to CT WH,1,0,0,
,B077TNG7MD,"Havells Adonia Storage R 25 Litre Water Heater with Flexi Pipe, Safe Shock Plug (White)",GHWCARTWH025,0,0,0,,26,,1464,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,2,0,0,
,B077BQHMMJ,Havells Pine 3B Leganza 1200mm Ceiling Fan (American Walnut with Pearl White),FHCLP3BAWW48,0,0,0,,0,,0,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B0774M6LT2,Havells Instanio 10 Litre with Flexi Pipe Storage Water Geyser (White & Mustard),GHWAICTWH010,0,0,0,,9,,55,,,,,,,,,,47,,,,100.00%,Trigger stock movement to CT WH,1,0,0,
,B076BD5MDV,Havells Royalstar ABS 4 +4 Surge and Spike Guard2 (Grey and Blue),AHNKXXB104,0,0,0,,1,,2200,,,,,,,,,,12,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B0762KZHTJ,Lloyd 108 cm (43 Inches) Full HD LED TV L43FYK (Black),#N/A,0,0,0,,0,,0,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,1,0,0,
,B075H4SCW9,Havells Monza Slim SM HL 15-Litre Storage Heater (White),GHWBMDSWH015,0,0,0,,2,,5,,,,,,,,,,63,,,,100.00%,Trigger stock movement to CT WH,0,0,0,
,B075H4SCVW,"Havells Senzo 5S 10-Litre Storage Heater with Flexi Pipe, Safe Shock Plug (White)",GHWASESWH010,0,0,0,,0,,41,,,,,,,,,,11,,,,100.00%,Trigger stock movement to CT WH,0,0,0,
,B075H4SBWT,Havells Instanio 1-Litre Instant Heater (White),GHWAIBPWB001,0,0,0,,1,,1056,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,1,0,0,
,B075H1GCH5,"Havells Senzo 5S 15-Litre Storage Heater with Flexi Pipe, Safe Shock Plug (White)",GHWASESWH015,0,0,0,,3,,93,,,,,,,,,,47,,,,100.00%,Trigger stock movement to CT WH,1,0,0,
,B075GZN7R9,Havells Quatro 6 Litre Vertical Storage Water Heater (White Green),GHWEQTTWG006,0,0,0,,2,,1,,,,,,,,,,13,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B075GXGD9P,Havells Instanio 3000-Watt Instant Heater  (White) - 1 Liter,GHWAIAPWB001,0,0,0,,1,,1747,,,,,,,,,,4,,,,100.00%,Trigger stock movement to CT WH,0,0,0,
,B075GWJT51,Havells Monza Slim SM HL 25-Litre Storage Heater (White),GHWBMDSWH025,0,0,0,,1,,41,,,,,,,,,,18,,,,100.00%,Trigger stock movement to CT WH,1,0,0,
,B075GWJT4G,"Havells Senzo 5S 25-Litre Storage Heater with Flexi Pipe, Safe Shock Plug (White)",GHWASESWH025,0,0,1,,4,,4,,,,,,,,,,90,,,,37.27%,Trigger stock movement to CT WH,2,0,0,
,B075GWJT46,"Havells Puro Turbo 15-Litre Storage Heater with Flexi Pipe, Safe Shock Plug (White)",GHWAPTTWH015,0,0,0,,0,,1760,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,0,1,
,B075GWF8KZ,"Havells Puro Turbo 25-Litre Storage Heater with Flexi Pipe, Safe Shock Plug (White)",GHWAPTTWH025,0,0,0,,0,,836,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,1,0,0,
,B075GWB8ZS,Havells Adonia Manual 5S 25-Litre Storage Heater (White),GHWCAMTWH025,0,0,0,,0,,2,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B075GRW2FD,Havells Monza Slim 25-Litre Storage Heater (White),GHWBMCSWH025,0,0,0,,0,,366,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B074QQB299,Havells Opal EC 3-Litre Instant Heater (White),GHWAOBPWH003,0,0,0,,5,,0,,,,,,,,,,16,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B074MNSNHY,Havells Era 1000-Watt Dry Iron (Blue/White),GHGDIAR2100,0,0,0,,4,,199,,,,,,,,,,0,,,,100.00%,Trigger stock movement to CT WH,2,0,0,
,B074MNSNHS,Havells Super Mix NV 500-Watt Mixer Grinder (Orange),GHFMGBPO050,0,0,0,,0,,154,,,,,,,,,,0,,,,100.00%,Trigger stock movement to CT WH,0,0,0,
,B074MJ7HKG,Havells Magnum 1840-Watt Steam Iron (Pink),GHGSIAOP184,0,0,0,,2,,46,,,,,,,,,,96,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B074DCW8KV,Havells Andria 1200 MM Ceiling Fan (Espresso Brown),FHCADSTEBR48,0,0,0,,0,,14620,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,2,0,0,
,B073WTYDPB,Havells LHLDERUEMK9X003 New Adore Base B22 3-Watt LED Candle Bulb (White),LHLDERUEMK9X003,0,0,0,,2,,68,,,,,,,,,,22,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B073S6GJM7,Havells Pacer 600mm Fan (Brown),FHCPASTBRN24,0,0,1,,3,,35,,,,,,,,,,30,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B073S65PNW,Havells Sagittal 1320mm Fan (Pearl White Copper),FHCS8STPWH52,0,0,0,,0,,0,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B073S65NVP,Havells Turboforce 450mm Exhaust Fan (Grey),FHEHDSPDB180,0,0,0,,0,,2800,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,1,0,0,
,B073S656CH,Havells Spartz 1200mm Fan (Pearl White Baby Blue),FHCSZSTPWD48,0,0,0,,0,,3,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B073S63GTG,Havells GIRIK 400 mm Pedestal Fan (Black),FHSGITMBLK16,0,0,0,,4,,13,,,,,,,,,,44,,,,0.00%,Trigger stock movement to CT WH,7,0,0,
,B073S5BXCK,Havells Urbane 1320mm Fan (Black Nickel),FHCURSTBLN52,0,0,2,,0,,167,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B073CZHQMS,Havells Big Fill 900-Watt 2 Slice Sandwich Maker (Black),GHCSTAMS090,0,0,0,,18,,357,,,,,,,,,,160,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B0733BM66V,Havells Monza Slim 15-Litre Storage Heater (White),GHWBMCSWH015,0,0,0,,3,,1,,,,,,,,,,48,,,,100.00%,Trigger stock movement to CT WH,0,0,0,
,B07214Y23V,Havells Admire 1320-Watt Steam Iron (Blue),GHGSIAAB132,0,0,0,,0,,199,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B071WPF5L6,Havells Admire 1320-Watt Steam Iron (Orange),GHGSIAAO132,0,0,0,,1,,151,,,,,,,,,,12,,,,0.00%,Trigger stock movement to CT WH,1,0,0,
,B06XGCKP77,"Havells Spark HS 1200mm Ceiling Fan (Ivory, Pack of 2)",FHCSAHSIVR48,0,0,0,,0,,3,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,1,0,0,
,B06XG242YX,Standard Aspire 1200mm Ceiling Fan (Silver Pearl White),FSCAPSTSPW48,0,0,0,,0,,5,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B06XG217SW,Havells Glister 1200mm Ceiling Fan (Sapphire),FSCGLSTSAP48,0,0,0,,0,,4,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,1,0,0,
,B06XBHQMMC,Havells White Color Freddo Aircooler,GHRACAKE220,0,0,0,,0,,2399,,,,,,,,,,10,,,,100.00%,Trigger stock movement to CT WH,0,0,0,
,B01MQ4NKZ4,Havells Esteam 1800-Watt Steam Iron (Blue),GHGSIAAB180,0,0,0,,1,,86,,,,,,,,,,12,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B01MG1RPAN,Havells Vento Jet-10 Auto INOX 100mm Exhaust Fan (Brush Steel),FHVVJAUSTF04,0,0,0,,2,,68,,,,,,,,,,12,,,,50.00%,Trigger stock movement to CT WH,2,0,0,
,B01M30MMIZ,Havells Creazo 1800-Watt Garment Steam Iron (White),GHGGSAUP180,0,0,0,,6,,1,,,,,,,,,,196,,,,0.00%,Trigger stock movement to CT WH,2,0,0,
,B01LWR6F09,Havells LHLDEREEMK8X015 New Adore Base B22 15-Watt LED Bulb (White),LHLDEREEMK8X015,0,0,0,,2,,317,,,,,,,,,,40,,,,100.00%,Trigger stock movement to CT WH,0,0,0,
,B01LS0IRJG,Havells Instanio 3-Litre Instant Water Heater (White/Blue),GHWAIAPWB003,0,0,0,,4,,6599,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,1,0,0,
,B01HXW39UU,Havells Citrus Press 30-Watt Juicer (Black),GHFCJBHK003,0,0,0,,7,,6,,,,,,,,,,152,,,,100.00%,Trigger stock movement to CT WH,2,0,0,
,B01FOPB3JM,Havells Enticer 48' - (Pearl White Chrome),FHCENSTPWH48,0,0,0,,0,,7014,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,4,0,0,
,B0152VTJ2G,Havells Puro Plus 5S 15-Litre Storage Water Heater (White),GHWAPFTWH015,0,#N/A,#N/A,,#N/A,,1292,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,0,0,
,B0152VTDCC,"Havells Puro Plus 5S 25-Litre Storage Water Heater with Flexi Pipe, Safe Shock Plug (Ivory)",GHWAPFTIV025,0,0,0,,2,,361,,,,,,,,,,23,,,,100.00%,Trigger stock movement to CT WH,4,0,0,
,B00RTBRKJW,Havells Insta Cook ST-X Induction Cooktop,GHCICAYK200,0,0,4,,7,,27,,,,,,,,,,56,,,,73.89%,Trigger stock movement to CT WH,4,0,0,
,B00RGQ94DU,Havells Insta Cook PT 1600-Watt Induction Cooktop (Assorted Colors),GHCICBLK160,0,0,0,,28,,965,,,,,,,,,,263,,,,100.00%,Trigger stock movement to CT WH,1,0,0,
